	0
12006	Spørgeren.
12007	Jeg tror faktisk, at ministeren tit og ofte har behov for at blive reddet af Koranen, for ministeren ved for lidt om, hvad Koranen egentlig indebærer.
12008	Ministeren har jo ikke ønsket at svare på spørgsmålet.
12009	Ministeren.
12010	Nu betvivler jeg sådan set overhovedet ikke hr. Alex Ahrendtsens oplysninger her, og jeg kan oplyse hr. Alex Ahrendtsen om, at jeg også selv går en del op i den slags.
12011	Når det er sagt, mener jeg bare ikke – det er jo deri, vi er uenige – at det skal bestemmes fra Christiansborg.
12012	Det kan bestemmes lokalt.
12013	Og jeg mener ikke nødvendigvis, at alting skal besluttes fra Christiansborgs side og dermed fra lovgivningens side.
12014	Men det er jo ikke, fordi det her er et ureguleret felt.
12015	Der er jo netop en demokratisk proces, når man udarbejder lokalplaner.
12016	Næste spørger er fru Josephine Fock, Alternativet.
12017	Værsgo.
12018	Tak, og tak til ministeren.
12019	Jeg er rigtig glad for, at ministeren ikke bakker op om det her beslutningsforslag.
12020	Det skal ikke være nogen hemmelighed.
12021	Jeg vil gerne høre, om ministeren er enig med mig i, at man godt kan være dansker og samtidig være muslim.
12022	Ministeren.
12023	Ja, det kan man godt.
12024	Spørgeren.
12025	Det er jeg rigtig glad for at høre.
12026	Så vil jeg også høre ministerens holdning til, at der står således i bemærkningerne, og om det ikke er med til at fremme den adskillelse, som Dansk Folkeparti i virkeligheden selv taler imod.
12027	Synes ministeren ikke, at det er problematisk, at der bliver brugt de her formuleringer i de her bemærkninger?
12028	Ministeren.
12029	Nej, jeg må altså sige, at jeg ikke er så fintfølende, at jeg ikke synes, man kan tage en åben og fri debat i Folketingssalen, og det synes jeg helt ærligt også at Dansk Folkeparti har ret til.
12030	Det vil jeg ikke blande mig i.
12031	Men det er jo ikke sikkert, at jeg er enig i alting.
12032	Næste spørger er hr. Claus Kvist Hansen, Dansk Folkeparti.
12033	Værsgo.
12034	Tak for det.
12035	Nu er det blevet populært at kaste redningskranse ind.
12036	Så jeg har  endnu en lille krans til ministeren.
12037	Jeg vil gerne besvare et spørgsmål, som ministeren egentlig stillede før, nemlig det her spørgsmål om pondus og om, hvorfor tingene ikke kan ordnes lokalt.
12038	Jeg har en smule erfaring fra byrådsarbejde, og min erfaring er, at man tværtimod, især i Venstre, kigger på, hvad der foregår på Christiansborg, og så indretter man sig derefter.
12039	En ting, jeg gerne vil spørge ministeren om, er, at jeg har bemærket ministeren igennem efterhånden lang tid springe op som en løve udenfor Folketingssalen og falde ned som et lam inde i salen.
12040	Hvornår ser vi løven på talerstolen? Det er det, jeg efterlyser.
12041	Ministeren.
12042	Det kan jeg har svært ved, i og med jeg ikke kender definitionen på en løve i den her forbindelse.
12043	Spørgeren.
12044	En løve kunne jo for eksempel være en, som står lidt ved de ord, som man fortæller til pressen udenfor Folketingssalen.
12045	Og der tænker jeg, at vi her har en sag, som jeg kunne forestille mig at ministeren egentlig inderst inde faktisk står bag.
12046	Og der kunne det da være dejligt at høre ministeren også stå bag på talerstolen.
12047	Ministeren.
12048	Det har sådan set ikke været en debat, der har fyldt særlig meget for mig tidligere, så jeg ved ikke lige præcis, hvor man vil hen med det.
12049	Den næste spørger er fru Pernille Bendixen, Dansk Folkeparti.
12050	Værsgo.
12051	Mange tak for det.
12052	Ministeren går meget op i det her med det kommunale selvstyre, og det tror jeg for så vidt vi i udgangspunktet er enige om.
12053	Så har ministeren en eller anden definerbar grænse for, hvornår vi har tilladelse til at blande os i det kommunale selvstyre?
12054	Ministeren.
12055	Jeg kan hvert fald sige, at jeg ikke mener, at det er løbet løbsk endnu på det her felt – i og med at jeg ikke sådan lige umiddelbart kan se, at der er poppet sager op.
12056	Så jeg tror ikke, man kan sige, at det er løbet løbsk i den her forbindelse.
12057	Lad mig sige det sådan.
12058	Spørgeren.
12059	Men er det så løbet løbsk i forhold til eksempelvis burkinier, for det spørgsmål har jeg da i hvert fald oplevet at ministeren har blandet sig i.
12060	Og der er jo egentlig for så vidt også, hvis man definerer det sådan, tale om en lokal debat.
12061	Ministeren.
12062	Ja, det var netop en debat, som jeg rejste, og man løste det så efterfølgende lokalt ved jo netop at gøre op med den kønsopdelte svømning.
12063	Så det er faktisk lige nøjagtig spot on og lige præcis et rigtig godt eksempel på, hvorfor vi ikke skal lovgive om alting.
12064	Så tusind tak for det eksempel.
12065	Så er vi igennem rækken af korte bemærkninger.
12066	Jeg siger tak til ministeren.
12067	Den første ordfører i rækken er hr. Dan Jørgensen som ordfører for Socialdemokratiet.
12068	Tak for det.
12069	Jeg skal gøre det ganske kort.
12070	Tak.
12071	Der er en kort bemærkning fra hr. Martin Henriksen, Dansk Folkeparti.
12072	Værsgo.
12073	Tak for det.
12074	Jeg går ud fra, at Socialdemokratiet har den opfattelse, at det skal man ikke kunne gøre.
12075	Ville det ikke være betryggende, hvis det var sådan, at man herinde fra Folketinget havde sikkerhed for, at det kunne man ikke give tilladelse til ude lokalt?
12076	Ordføreren.
12077	For at forstå, hvad ordføreren mener problemet er, tror jeg lige, at jeg bliver nødt til at stille et uddybende spørgsmål.
12078	Kan ordføreren komme med nogen eksempler på, at det foregår?
12079	Spørgeren.
12080	Vi ved i hvert fald, at der er blevet givet tilladelse til det i andre lande.
12081	Jeg har selv haft – i gåseøjne – fornøjelsen af at besøge en moské i Malmø, hvor de også var glade for det, for der kaldte de også til bøn med jævne mellemrum.
12082	Så det forekommer jo i landene omkring os, og det er jo meget godt at være på forkant med situationen.
12083	Men det har man jo ude lokalt givet tilladelse til, så hvis ikke man sådan er på forkant med situationen, risikerer man jo lige pludselig, at det løber løbsk.
12084	Ordføreren.
12085	Jeg har også besøgt moskeer i andre lande.
12086	Jeg har endda besøgt en sammen med ordføreren i Jordan.
12087	Der er rigtig mange ting, der foregik i Jordan, som ikke foregår i Danmark i dag, og som jeg ikke synes vi behøver at lave lovgivning om for præventivt at forhindre, at det kommer til at ske.
12088	Skulle det ske, at vi lige pludselig får meget store problemer med, at man ikke kan være til, fordi der bliver indkaldt til bøn vidt og bredt i Danmark, må vi jo tage diskussionen igen.
12089	På nuværende tidspunkt synes jeg at vi skal respektere vores lokaldemokrati, og på nuværende tidspunkt ser jeg ikke noget problem.
12090	Den næste spørger er hr. Alex Ahrendtsen, Dansk Folkeparti.
12091	Værsgo.
12092	Jeg kunne godt tænke mig at stille et spørgsmål i forlængelse af spørgsmålet til ministeren, nemlig om vi ikke bare skal tage udgangspunkt i, hvad islam selv siger med hensyn til sine moskeer.
12093	Ordføreren.
12094	Nu har hverken jeg eller for den sags skyld ministeren sagt, at vi var imod det her forbud under henvisning til noget, der skulle stå i Koranen.
12095	Så derfor virker det lidt underligt, at fordi spørgeren kan komme med en masse citater og redegøre for, hvad der står i Koranen, skulle vi lige pludselig skifte holdning.
12096	Så nej, det ændrer intet som helst.
12097	Spørgeren.
12098	Men det er jo underligt, for både ministeren og hr. Dan Jørgensen henviser netop til religionsfriheden og til det kommunale selvstyre og siger, at det er derfor, at man ikke vil forbyde dem.
12099	Der er slet ikke behov for dem, og islam vil ikke engang selv have dem.
12100	I henviser selv til religionsfriheden, og her giver vi jer så et godt argument.
12101	Ordføreren.
12102	Jeg kan godt se, at det må være træls, hvis man har siddet og forberedt sig og lært sig selv svære udtryk og alt muligt andet, at man så ikke kan få dem brugt.
12103	Men jeg henviste faktisk ikke til religionsfriheden i min tale.
12104	Tak til den socialdemokratiske ordfører.
12105	Jeg skal lige henstille til tilhørerne: I er meget velkomne her, men der må ikke blitzes fra tilhørerpladserne.
12106	Den næste ordfører i rækken er hr. Marcus Knuth som ordfører for Venstre.
12107	Værsgo.
12108	Tak.
12109	Forslagsstillerne vil indføre et forbud mod at opføre minareter ved moskéer i Danmark.
12110	Den tanke er jeg sådan set meget, meget positiv over for.
12111	Jeg kan huske, at da jeg arbejdede i Afghanistan i Kabul, lå der en moské lige ved siden af den danske ambassade i Kabul.
12112	Der blev indkaldt til bøn fem gange dagligt, og hvis man ikke er muslim, er det mildest talt stærkt forstyrrende.
12113	Derfor er jeg glad for, at vi ikke har den slags i Danmark, og jeg ønsker heller ikke, at vi skal se det.
12114	Derfor går regeringen også ind for en stærk indsats mod islamisme.
12115	Jeg synes, ministeren har været inde på det allerede, så jeg vil ikke gå i dybden med det, men når det kommer til minareter, er det nu engang ikke noget, som bliver besluttet her i Folketinget.
12116	Vi har kommunalbestyrelser siddende rundtomkring i Danmark, og det er nu engang dem, der tager beslutninger om og krav til lokale bygningers udseende og højde, og det gælder altså også minareter.
12117	Det er ikke noget, der skal besluttes i Folketinget.
12118	Af den årsag kan vi ikke støtte det her forslag, for det vil være direkte at tryne vores lokale byråd ude i Danmark.
12119	Det kan jeg ikke forestille mig kommer til at ske.
12120	Derfor kan vi ikke støtte forslaget.
12121	Så det er jo ikke, fordi vi ikke sætter hårdt ind, men jeg mener bare ikke, vi skal gå ind og blande os i, hvad vores lokale kommunalbestyrelser har af beføjelser.
12122	Hvis det er det, vi ønsker, så skal vi tage et opgør med hele det kommunale selvstyre, og hvis det er det, Dansk Folkeparti ønsker, så kan vi godt tage snakken.
12123	Det har vi altså heller ikke i dag.
12124	Derfor er vi imod. 
12125	Der er en række korte bemærkninger.
12126	Den første spørger er hr. Alex Ahrendtsen, Dansk Folkeparti.
12127	Værsgo.
12128	Jeg bed mærke i, at ordføreren synes, at kalden fra minareter er »et stærkt forstyrrende element i dagligdagen«. Det var ordene.
12129	Ordføreren.
12130	Det er der ikke.
12131	Derfor er det spørgsmål, som ordføreren stiller, jo rent hypotetisk.
12132	Jeg kan ikke forestille mig en situation, hvor Venstres byrådsmedlemmer pludselig bliver fans af minareter, hvor der bliver kaldt til børn.
12133	Så det er jo et fuldstændig – jeg vil ikke sige tåbeligt spørgsmål – men det er i hvert fald et meget irrelevant spørgsmål.
12134	Spørgeren.
12135	Nu er der jo Venstrekommunalbestyrelsesmedlemmer, der går ind for kønsadskilt svømmeundervisning, så helt ude i skoven er det jo ikke.
12136	Men jeg vil gerne gentage mit spørgsmål, som ikke er hypotetisk, for som andre har peget på, skal man jo bare til Malmø, hvor der bliver kaldt til bøn fra minareter.
12137	Ordføreren.
12138	For det første er det jo fuldstændig ude i hampen at sammenligne Danmarks udlændingepolitik og Sveriges udlændingepolitik.
12139	Jeg tror, hvis man kigger på de to lande, der nok ligger længst fra hinanden i EU, hvad det angår, så er det Danmark og Sverige.
12140	Så at sige, at noget foregår i Malmø, og derfor kommer det til at ske på den anden side af Øresundsbroen, er jo ikke relevant.
12141	Vi bevæger os i den anden retning.
12142	Lad os så sige hypotetisk, at det skete, at der var et byråd, der gik ud og tillod det, jamen så skulle vi tage et opgør med hele den beslutningskompetence, som byrådene har.
12143	Og i så fald, så lad os tage en snak om det, men altså, vi er jo ikke derhenne på nuværende tidspunkt.
12144	Næste spørger er hr. Christian Langballe, Dansk Folkeparti.
12145	Værsgo.
12146	Altså, undskyld mig, men det her bliver lidt urkomisk.
12147	Nu er det altså kommet til at dreje sig om det kommunale selvstyre, altså som om vi skulle være modstandere af det kommunale selvstyre – det er jo helt barokt.
12148	Det er en helt barok diskussion.
12149	Det, vi diskuterer, er jo det principielle i forhold til et forbud mod minareter, og det mener jeg faktisk er et nationalt anliggende.
12150	Al respekt for kommunalbestyrelser, al respekt for deres frihed til at varetage, hvordan forholdene skal være i deres kommune, men det her er altså bare et nationalt anliggende.
12151	Så kan man mene, at et forbud vil komme i vejen, men man kan da ikke gøre det til en diskussion om det kommunale selvstyre.
12152	Kom nu ind i kampen!
12153	Ordføreren.
12154	Jamen det er da netop en diskussion om det kommunale selvstyre.
12155	P.t har vi kommunalt selvstyre, som ikke har tilladt en eneste minaret, hvorfra der bliver kaldt til bøn, ikke en eneste – det eksisterer ikke i Danmark.
12156	Er det ikke et ganske udmærket tegn på, at det kommunale selvstyre fungerer fint, og at vi ikke har et problem med minareter, hvorfra der bliver kaldt til bøn.
12157	Hvis det var sådan, at vi havde en minaret, der stod midt i København og forstyrrede, jamen så kunne vi tage diskussionen, om de lokale byråd har de rigtige kompetencer.
12158	Men problemet er der ikke, det er jo et fiktivt problem, som Dansk Folkeparti rejser her.
12159	Det er et fiktivt problem, fordi vores lokale byråd har styr på situationen.
12160	Der er ikke minareter, hvorfra der bliver kaldt til bøn.
12161	Spørgeren.
12162	Jeg mener helt afgjort, at det, minareten repræsenterer, er totalitært; det er undertrykkende, det drejer sig om social kontrol.
12163	Og jeg bryder mig slet ikke om alt det, som minareten repræsenterer.
12164	Det er det, vi diskuterer.
12165	Er det et nationalt anliggende? Det vil jeg mene det er.
12166	Der bliver ikke rokket en tøddel ved religionsfriheden, men der bliver bare sagt, at vi ikke vil have de her symboler i det offentlige rum.
12167	Ordføreren.
12168	Jamen jeg deler ordførerens bekymring i forhold til visse religiøse symboler fra islam, men hvis vi holder os til minareter, hvorfra der bliver kaldt til bøn, så eksisterer det ikke i Danmark.
12169	Det vil jo være at sige: Vi tror ikke på, at hvis der kommer et forslag om en minaret, hvorfra der bliver kaldt til bøn, i jeres kommune, så kan I håndtere situationen.
12170	Indtil videre har de jo håndteret det fint – så hvorfor ændre på det?
12171	Næste spørger er fru Pernille Bendixen, Dansk Folkeparti.
12172	Værsgo.
12173	Mange tak for det.
12174	Men hvis man er imod noget, der foregår et sted, skal man så ikke blande sig i det? Altså, det er vel reelt nok at sige, at man er modstander af det her.
12175	Ordføreren siger: Jeg er modstander af minareter, jeg ønsker dem ikke, fordi de larmer osv.
12176	Så kunne der jo sagtens være et byråd, hvor man besluttede det her.
12177	Der er jo altså byråd, hvor man kan sige, at venstrefløjen har flertal, så det kunne jo sagtens forekomme.
12178	Så hypotetisk er det jo heller ikke.
12179	Kan ordføreren ikke anerkende det?
12180	Ordføreren.
12181	Jamen prøv at høre: Jeg kan komme med en meget, meget lang række af ting, jeg er uenig i der foregår i Mellemøsten eller i andre muslimske lande, som ikke p.t. foregår i Danmark.
12182	Er det ikke lidt bedre, at vi kigger på, hvad der er de reelle problemer, og så lovgiver om dem?
12183	Spørgeren.
12184	De reelle problemer er jo netop, at man bliver ekskluderet, og at man bliver udsat for social kontrol, når man er underlagt islams regler.
12185	Der må man bare sige, at minareten jo nok er det største magtsymbol på det overhovedet.
12186	Så det er jo værd at sætte ind med rettidig omhu og også sende et signal her fra Folketinget, der siger, at det ønsker vi ikke i Danmark.
12187	Vi ønsker ikke, at man på den måde skal tryne folk og udsætte dem for social kontrol.
12188	Kan ordføreren ikke anerkende det så?
12189	Ordføreren.
12190	Altså, det er der ikke.
12191	Hvorfor skal vi så gå ind og lovgive om det? Det kan jeg ikke se.
12192	Jamen så længe vores lokale byråd har styr på det, kan jeg ikke se, at vi skal blande os i det.
12193	Næste spørger er hr. Martin Henriksen, Dansk Folkeparti.
12194	Værsgo.
12195	Tak for det.
12196	Altså, Folketinget regulerer jo, hvad kommunerne gør, på en lang række områder.
12197	Så Folketinget gør allerede indhug i det kommunale selvstyre på en lang række områder.
12198	Sådan er det jo i dag.
12199	Jeg kunne godt tænke mig at spørge ind til noget af det, hr. Marcus Knuth siger.
12200	Jeg kvitterer selvfølgelig for, at hr. Marcus Knuth er modstander af en lang række islamiske symboler – det synes jeg sådan set er positivt.
12201	Men i København er Venstre jo for det.
12202	De har sådan set været bannerfører for, at det kunne lade sig gøre, for i København mener Venstre, at det giver god integration.
12203	Ordføreren.
12204	Jeg vil ikke gentage mit argument om det kommunale selvstyre – det tror jeg at jeg har gjort meget klart.
12205	Lad mig så prøve at vende det om og prøve at imødegå ordføreren lidt.
12206	Den måde, som det her forslag fra Dansk Folkeparti er formuleret på, er, at det er et forbud mod minareter.
12207	Hvis vi præsenterede det i den ordlyd, det har her, ville vi ikke kunne gøre det på grund af grundloven, fordi der nu engang er religionsfrihed.
12208	Så ville vi gå ind og sige: Okay, men så skal vi gøre det en masse, i forhold til hvor høj man må bygge en bygning.
12209	Og så risikerer man at ramme en masse andre velmenende forslag, som intet har at gøre med minareter.
12210	For så risikerer man at ramme en masse andre velmenende forslag.
12211	Så så længe de lokale byråd har styr på det, kan jeg ikke se problemet.
12212	Spørgeren.
12213	Og det er jo, synes jeg, egentlig et meget godt argument for at sige, at så kunne det godt være, at vi skulle begynde at regulere lidt mere på det her område.
12214	Jeg mener ikke, at et forbud mod at opføre minareter vil være i strid med grundloven.
12215	Ordføreren.
12216	Jamen først og fremmest mener jeg ikke, at man skal lovgive om fiktive problemstillinger, for så kan vi bruge en frygtelig masse tid på det.
12217	Derfor siger vi: Jamen det er nu engang sundest, at beslutningen bliver taget tættest på borgeren.
12218	Den næste spørger er hr. Claus Kvist Hansen, Dansk Folkeparti.
12219	Værsgo.
12220	Tak for det.
12221	Ordføreren taler meget om, at man ikke vil være med til at lave indgreb i forhold til fiktive problemer, underforstået at det først er den dag, vi har et konkret problem, at man vil gribe ind.
12222	Men nu er problemet så blevet så stort, at man ikke vil ændre det.
12223	For der har vi jo den situation, at man i skoler, i institutioner, på sygehuse har indført tvunget halalkød for alle – så der kan man ikke engang undgå det.
12224	Så argumentet om, at man ser et fiktivt problem som et ikkeproblem og hellere vil vente, til problemet er konkretiseret, holder da ingen steder.
12225	Ordføreren.
12226	Det mener jeg i allerhøjeste grad det gør, når det gælder minareter, for der ligger ikke engang et forslag, som er i nærheden af at blive godkendt.
12227	Altså, det er ikke engang noget, der nærmer sig noget, der minder om en realitet i Danmark.
12228	Og når det er så langt ude i en hypotetisk, fjern fremtid, kan jeg ikke se, at vi skal bruge den kostbare tid, vi har herinde, på at lovgive om det.
12229	Spørgeren.
12230	Så nævner jeg halalsituationen som et eksempel på et problem, kan man sige, som ikke er blevet håndteret ret godt i kommuner og regioner – og der vil man heller ikke gribe ind.
12231	Så lad os nu antage, at det blev et problem med minareter i kommunerne, hvordan kan vi så næsten stole på, at ordføreren vil være i stand til at kunne gribe ind over for minareter?
12232	Ordføreren.
12233	Den debat synes jeg vi skal tage, hvis vi overhovedet nærmer os den.
12234	Og det er ikke for at gentage mig selv igen og igen, men jeg vil sige, at vi har et kommunalt selvstyre, som tager rigtig, rigtig fint hånd om situationen.
12235	Den næste spørger er hr. Peter Kofod Poulsen, Dansk Folkeparti.
12236	Værsgo.
12237	Jeg bed mærke i, at ordføreren omtalte det her som et fiktivt problem.
12238	Jeg vil gerne have Venstres uddybning af, hvad der er det fiktive problem ved det her.
12239	Jeg synes, det er ærgerligt for debatten, hvis Venstre anser lige præcis det her som værende et fiktivt problem.
12240	Og så vil jeg gerne vide, hvorfra ordføreren ved, at det her skulle være grundlovsstridigt.
12241	Ordføreren.
12242	Jamen hvis et problem ikke eksisterer, er det jo fiktivt.
12243	Vi har ikke en minaret i kongeriget Danmark, hvor der bliver kaldt til bøn fem gange dagligt fra en højtaler.
12244	Det har vi ikke.
12245	Dermed er det fiktivt.
12246	Hvis vi siger, at vi forbyder al kønsopdelt svømning, jamen så rammer vi også en masse ældre dameklubber, og det er jo ikke hensigten.
12247	Derfor: Jo tættere på borgeren man kan tage beslutningen, og det er nu engang vores kommunale byråd, jo bedre er det.
12248	Og jeg har tillid til de byrådsmedlemmer, vi har i Venstre.
12249	Jeg går ud fra, at Dansk Folkeparti har det samme og Socialdemokratiet har det samme, og derfor er der ikke noget problem.
12250	Der er mig bekendt ikke ved at blive bygget en minaret, hvor der bliver kaldt til bøn.
12251	Spørgeren.
12252	Det er bare for at få præciseret det.
12253	Det fiktive i problemet er, at de minareter, der er, endnu ikke indkalder til bøn.
12254	Tænk den situation, at der lige pludselig bliver givet en tilladelse af et byråd til den her beslutning.
12255	Ordføreren.
12256	Jeg ser på problemerne, som de opstår.
12257	Altså, jeg har ikke tænkt mig at stå her og tale om et fiktivt problem, som ikke eksisterer.
12258	Jeg synes, vi har været nok rundt om det emne.
12259	Tak til Venstres ordfører.
12260	Vi går videre i rækken af talere, og den næste er fru Johanne Schmidt-Nielsen som ordfører for Enhedslisten.
12261	Der er altså ikke nogen modsætning mellem at være muslim og at være dansker, og man kan sagtens være begge dele på en gang.
12262	I Danmark har vi ligesom en lang række andre lande, som har tilsluttet sig den europæiske menneskerettighedskonvention, religionsfrihed.
12263	Det fremgår af konventionens artikel 9.
12264	Det her beslutningsforslag retter sig mod en særlig bygningsmæssig detalje, som kun findes på moskeer, og som ikke findes på hindutempler, synagoger eller kristne landsbykirker.
12265	Forslaget går altså ud på, at man diskriminerer – eller at man ønsker at diskriminere – negativt i forhold til en bestemt religion og dens udøvere.
12266	De skal skilles ud fra resten af samfundet og have færre rettigheder end andre.
12267	Altså, selv hr. Martin Henriksen trækker på smilebåndet, kan jeg se.
12268	Selvfølgelig kan naboer have grund til at frygte, at kommende byggerier vil genere omgivelserne.
12269	Det giver planloven og andre love mulighed for.
12270	Der er absolut ingen grund til at forbyde minareter frem for andre bygningsværker.
12271	Hvis det er tilfældet, håber jeg da, at hr. Martin Henriksen vil præcisere det, når hr. Martin Henriksen går på talerstolen.
12272	Så skulle jeg hilse fra hr. Holger K. Nielsen og sige, at SF heller ikke støtter forslaget.
12273	Tak til Enhedslistens ordfører.
12274	Den næste taler i rækken er fru Laura Lindahl som ordfører for Liberal Alliance.
12275	Værsgo.
12276	Tak.
12277	Som det fremgår, ønsker Dansk Folkeparti med dette forslag at indføre et forbud mod minareter i Danmark.
12278	Debatten har jo været oppe tidligere, og da var Liberal Alliance imod, og Liberal Alliance er fortsat imod, og det er vi, fordi vi også er optaget af det kommunale selvstyre.
12279	Tak til ordføreren.
12280	Den næste i rækken er fru Josephine Fock som ordfører for Alternativet.
12281	Tak for det.
12282	Det forslag, der ligger her fra Dansk Folkeparti, handler om, som vi har været rundt om, at forbyde minareter i Danmark.
12283	Det er jo det der tårn, som er tilknyttet nogle moskeer, hvor man kan indkalde til bøn.
12284	Som Enhedslistens ordfører også så udmærket redegjorde for, har vi ca. 300.000 muslimer i Danmark, hvoraf to tredjedele er danske statsborgere.
12285	Tak til Alternativets ordfører.
12286	Den næste i rækken er fru Sofie Carsten Nielsen som ordfører for Det Radikale Venstre.
12287	Jeg kan gøre det kort, for der har jo været en gennemgang af det her.
12288	Først og fremmest vil jeg sige, at vi har et liberalt udgangspunkt i Radikale Venstre, hvor vi er imod forbud mod noget, der ikke skader mennesker.
12289	Der skal i al fald være rigtig gode grunde til at indføre forbud, og jeg kan slet ikke få øje på nogen af dem her.
12290	Så vi er stærkt imod det her forslag.
12291	Vi har meget svært at se, at man skulle finde frygt i bygninger og opfordre til frygt for det.
12292	Der er meget god grund til at frygte ekstremisme og derfor til at bekæmpe det og fremme fællesskab, dialog, forståelse.
12293	Det vil vi bruge kræfterne på.
12294	Tak til den radikale ordfører.
12295	Og så er det hr. Naser Khader som ordfører for Det Konservative Folkeparti.
12296	Der skal ikke kaldes til bøn fra minareterne i Danmark, det er vi meget enige i.
12297	Jeg kan godt forstå modviljen mod, at der bliver kaldt til bøn fra minareterne i Danmark, og det er jeg også selv modstander af.
12298	Jeg kan bedre lide det i Mellemøsten, hvor det er en del af en tradition, som er charmerende; støj, fest og ballade hører til i Mellemøsten.
12299	Men der bliver heller ikke kaldt til bøn fra nogen moskeer i Danmark i dag.
12300	Dagens forslag fra Dansk Folkeparti går heller ikke alene ud på det at kalde til bøn, men handler også om moskeens udseende.
12301	I dag skal ens kommune godkende, at der er plads til en minaret oven på moskeen.
12302	Jeg mener, det giver god mening, at det er de mennesker, der bor i kommunen, som er med til at bestemme det.
12303	Jeg forstår godt selv, at man nogle steder ikke vil have en minaret, men det er noget, man bliver enige om lokalt.
12304	Vi har religionsfrihed i Danmark, og derfor mener jeg ikke, at vi skal lovgive om, hvordan en moské skal se ud.
12305	Det vil sige, at beslutningsforslaget i dag fra Dansk Folkeparti ikke handler om at forbyde ekstreme moskeer eller de holdninger, der er inde i moskeer; det handler primært om udseendet.
12306	Hvis vi tænker på holdninger, altså ekstreme holdninger, kan man tage Grimhøjmoskeen som eksempel.
12307	De har ikke en minaret, men de har enormt ekstreme holdninger, og det er de holdninger, vi skal gå efter.
12308	Vi skal gå efter hadprædikanter, og det har vi også gjort med imamloven.
12309	Vi skal gå efter pengestrømme.
12310	Vi skal forhindre, at ekstreme lande, organisationer og fonde finansierer moskeer i Danmark.
12311	Vi skal have åbenhed omkring regnskaberne.
12312	Vi så gerne, at man prædikede på dansk, osv. osv.
12313	Det synes vi er meget, meget vigtigere end at diskutere, hvordan en moské skal se ud, hvilket er et lokalt anliggende.
12314	Så vi vil gerne bruge vores kræfter der, hvor man bedst modarbejder ekstremisme og fanatisme.
12315	Tak.
12316	Tak til den konservative ordfører.
12317	Så giver jeg ordet til ordføreren for forslagsstillerne, hr. Martin Henriksen, Dansk Folkeparti.
12318	Tak for det, og tak for debatten.
12319	Dansk Folkeparti ønsker at sige fra over for en stigende islamisering af det danske samfund.
12320	Der er efter vores opfattelse primært tre grunde til, at vi stille og roligt er ved at miste vores land og ved at miste fodfæste.
12321	Den første grund er den meget voldsomme indvandring især fra muslimske lande.
12322	Den anden grund er det skel, der opstår, når indvandrere isolerer sig ved at oprette deres egne samfund inde i samfundet.
12323	Den tredje grund til, at vi stille og roligt er ved at miste vores land eller ved at miste fodfæste, er efter vores opfattelse dette Folketings manglende vilje til at gøre det nødvendige.
12324	Vi bilder ikke nogen ind – vi forsøger i hvert fald ikke at gøre det – at et forslag som det her vil løse alle de problemer, som vi står over for, men det er ét forslag blandt en lang række forslag.
12325	Det er glædeligt.
12326	Det er det vigtigste.
12327	Men der er også et stigende behov for at gøre op med de symboler, som i høj grad skaber skel i befolkningen.
12328	Formålet med forslaget er at sikre, at der indføres et forbud mod at opføre minareter ved moskeer i Danmark.
12329	På den baggrund ønsker vi at forbyde opførelsen af minareter ved moskeer.
12330	Vi så helst et totalt forbud mod bygning af moskeer og ønsker også at forhindre udenlandske donationer, som finansierer opførelsen af religiøse og kulturelle symboler, der relaterer sig til islam.
12331	Vi ville gerne gå længere.
12332	Som religion og ideologi er islam et forstyrrende element i Danmark.
12333	Det fremgår jo også i grundloven, at man må praktisere sin tro, så længe den ikke strider imod sædeligheden eller forstyrrer den offentlige orden.
12334	Der kan også indkaldes til bøn fra minareter.
12335	Det ønsker vi ikke i Dansk Folkeparti.
12336	Det står faktisk ikke i lovgivningen i dag, at man ikke kan det.
12337	Det er et synspunkt, vi deler i Dansk Folkeparti, og jeg håber, at det på et tidspunkt kan udmønte sig i nogle konkrete forslag, og at der også er flertal for de forslag her i Folketingssalen.
12338	Det skal være ordene.
12339	Tak for debatten.
12340	Der er en kort bemærkning fra hr. Marcus Knuth, Venstre.
12341	Værsgo.
12342	Tak.
12343	Jeg vil gerne sige tak til ordføreren for at rejse den her debat.
12344	Det er jo ikke nogen hemmelighed, at jeg deler ordførerens bekymring i forhold til minareter i Danmark.
12345	Men situationen er, at vi ikke har en eneste minaret i Danmark, hvorfra der bliver kaldt til bøn; ikke en eneste minaret, hvorfra der er larm fem gange dagligt, som generer de danske borgere.
12346	Det er set i lyset af, at vores kommuner allerede gør et rigtig godt stykke arbejde med at regulere både det her spørgsmål og en masse andre spørgsmål.
12347	Når nu vores kommuner, vores byråd, regulerer det her så fint, at det ikke er et problem i Danmark, mener ordføreren så virkelig, at det her Folketing er det rigtige sted at have den her debat i? 
12348	Ordføreren.
12349	Ja, det mener jeg, og det mener vi i Dansk Folkeparti, fordi vi mener, at det er en national opgave at holde sammen på landet.
12350	Der er jo allerede minareter i Danmark i dag, og man kan sige, at det næste skridt jo så er, at de får lov til at indkalde til bøn.
12351	Men man kan jo også tilsvarende sige, at heldækkende dragter, burka og niqab, havde man jo heller ikke i Danmark, før man havde det.
12352	Og der ønskede Folketinget jo heller ikke at gribe ind.
12353	Så vi ser jo en udvikling, hvor man i flere tilfælde, synes jeg, argumenterer imod forbud.
