	0
1973	Mange af de sportsgrene, der deltager i de olympiske lege, er nogle sportsgrene, hvor der ikke er mange penge.
1974	Det kan også være relevant i forhold til deres sportsgren.
1975	Men hvis de ikke er skattepligtige til Danmark, vil de jo få en fordel, som de ikke får, når vi gør det på den her måde, og derfor synes vi, det er bedre.
1976	Tak for det.
1977	Der er en kort bemærkning fra hr. Søren Søndergaard.
1978	Tak til ministeren.
1979	Ministeren.
1980	Jeg har mit beredskabspapir med, men der står hverken spørgsmålet eller svaret på det spørgsmål, som hr. Søren Søndergaard stiller.
1981	Det ved jeg ikke, men jeg håber da ikke, at nogen gør det.
1982	Men som sagt har det været afgørende for regeringen, at vi gør det her via en skattefritagelse, for så tilgodeser man dem, der er skattepligtige til Danmark, og det synes vi er mest rimeligt.
1983	Spørgeren.
1984	Så det synes jeg da ministeren skal gå tilbage og undersøge, sådan at vi kan få det her afklaret, inden vi stemmer om det her i Folketinget.
1985	Ministeren.
1986	Hvis hr. Søren Søndergaard stiller et skriftligt spørgsmål, er jeg sikker på, at vi kan svare.
1987	Men det er faktisk meget interessant, for det konflikter lidt med de regler, der gælder, om, at jeg som skatteminister ikke må gå ind i konkrete sager, og det synes jeg er ganske fornuftigt.
1988	Jeg er ikke sikker på, at vi vil kunne svare offentligt, for der er også nogle regler i forhold til adgang til folks personlige skatteoplysninger og andet.
1989	Men hvis det er magtpåliggende for hr. Søren Søndergaard, skal jeg gerne sætte ressourcer af til at undersøge det, så ressourcerne går fra det øvrige arbejde i Skatteministeriet.
1990	Men vi svarer på de spørgsmål, der bliver stillet.
1991	Tak til skatteministeren.
1992	Der er ikke flere, som ønsker ordet, og derfor er forhandlingerne sluttet.
1993	Jeg foreslår, at lovforslaget går over til Skatteudvalget.
1994	Hvis ikke nogen af jer gør indsigelse, betragter jeg det som vedtaget.
1995	Det er vedtaget.
1996	Forhandlingen er åbnet, og den første ordfører er hr. Orla Hav fra Socialdemokratiet.
1997	Tak for det.
1998	Jeg vil gerne sige, at jeg synes, at det er en god dag i dag for alle os, der holder af væddeløb og den kultur, der hører til her.
1999	I dag skabes der et grundlag for, at væddeløb og de sportsgrene, der er knyttet hertil, får muligheden for at revitalisere sig.
2000	Spillet på disse væddeløb bevirker, at sporten genvinder sin selvstændighed og overtager det ansvar, det er at skabe en ny start og dermed nye muligheder.
2001	Billedligt talt får aktørerne mulighed for både at ro og styre det fartøj, der skal sikre de kulturer, der er forudsætningen for at gennemføre væddeløb med heste, hunde og duer.
2002	Det er gamle kulturer, der udgør en stor bredde fra opdræt, træning, løbsafvikling og spil på disse dyr.
2003	Mange familier har et rigt socialt liv med mange oplevelsesmuligheder knyttet til disse.
2004	For rigtig mange er det drømmen om at skabe en kommende Tarok, der driver værket.
2005	Kun herved giver vi det optimale afsæt til at revitalisere sport og spil.
2006	Der er naturligvis en række spørgsmål, som vil kalde på afklaring i forbindelse med udvalgsbehandlingen.
2007	Det er jo sådan, at spil på væddeløb er spil, der i ikke uvæsentlig grad baserer sig på viden, og derfor er det på mange måder at foretrække frem for rene tilfældighedsspil.
2008	Formidling og information er imidlertid helt nødvendig og må naturligvis indgå som en del af det, der skal bruges penge på fra spiludbydernes side.
2009	Fra socialdemokratisk side støtter vi lovforslaget og vil aktivt tage del i den fortsatte behandling gennem udvalget frem mod de nye rammer for spil på væddeløb.
2010	Tak til hr. Orla Hav.
2011	Der er ingen korte bemærkninger.
2012	Den næste ordfører er hr. Dennis Flydtkjær, Dansk Folkeparti.
2013	Velkommen.
2014	Som allerede nævnt af den foregående ordfører handler det her om liberalisering af en række spil, og et af dem er onlinebingo.
2015	Jeg vil ikke bruge så meget tid på den del af lovforslaget, men selvfølgelig støtter vi det.
2016	Den anden del er noget, der har været noget mere opmærksomhed på, og det er liberalisering af hestevæddeløb.
2017	Det er et område, der har haft store problemer igennem mange år, og som har været debatteret igennem rigtig lang tid, fordi der både har været faldende omsætning og faldende interesse.
2018	Branchen har jo selv haft et stort ønske om en liberalisering, fordi den måske kunne skabe en større sammenhæng mellem spillet og branchen.
2019	Det gør vi så bl.a. med det her, ved at vi ud over den her afgift på spil, der er i forvejen, laver en yderligere afgift på 8 pct., som så tilfalder den danske hestevæddeløbsbranche.
2020	Det tror jeg vil være en positiv måde at gøre det på, fordi man så selv får en større indflydelse på at sørge for, at branchen overlever.
2021	Det synes jeg er en væsentlig ændring.
2022	Det overordnede positive ved det er, at det giver branchen et større ejerskab, fordi de selv i større grad kan påvirke deres økonomi og fremtid, og det synes vi er ganske fornuftigt.
2023	Derfor kan vi i Dansk Folkeparti støtte det her lovforslag.
2024	Tak til hr. Dennis Flydtkjær, og velkommen til fru Louise Schack Elholm, Venstre.
2025	Tak for ordet.
2026	Dette lovforslag er en del af den brede politiske aftale fra januar 2017 om en liberalisering af en række mindre monopolspil og indførelse af et særligt bidrag til hestevæddeløbssporten.
2027	Danske Spil her i dag monopol inden for hestevæddeløb, og den nuværende model har ikke formået at opretholde interessen blandt spillerne.
2028	Siden 2007 har omsætningen været faldende, hvilket har været negativt for hestevæddeløbssporten.
2029	Spil på heste er en vigtig del af miljøet og traditionen inden for hestevæddeløb i Danmark.
2030	Hestesporten er også med til at skabe beskæftigelse og udvikling og aktiviteter i landdistrikterne.
2031	Aftalepartierne ønsker derudover at liberalisere onlinebingo for at få spillerne fra det uregulerede marked ind på det danske regulerede marked med beskyttelse af spillerne og ludomanitiltag.
2032	Vi har nemlig set, at en stadig tiltagende del spiller på det uregulerede marked.
2033	I dag skønnes det uregulerede marked for onlinebingo at være næsten dobbelt så stor som det regulerede, og det vil vi gerne ændre.
2034	Den nuværende monopolmodel er ikke længere den bedste model til at varetage de hensyn, der er bag spillelovgivningen.
2035	Vi synes i det hele taget, at det er positivt, når vi kan liberalisere de her områder.
2036	På vegne af Venstre skal jeg meddele, at vi støtter lovforslaget.
2037	Tak til ordføreren.
2038	Jeg ser ikke nogen til korte bemærkninger, så vi fortsætter i ordførerrækken.
2039	Den næste er hr. Rune Lund, Enhedslisten.
2040	Og den problematik synes jeg er temmelig fraværende, når man ser forslaget her.
2041	Der er så også en liberalisering af hestevæddemål, bl.a. med det formål at få øget interessen for hestevæddeløb.
2042	Så er der også en liberalisering af hundevæddemål og væddemål på kapflyvning med brevduer, bl.a. med det formål, som det er beskrevet, at få øget interessen for sporten.
2043	Samlet set følger den her lovgivning jo efter liberaliseringen i 2012, der gjorde det muligt for alle udbydere, der lever op til en række krav, at kunne udbyde væddemål og online kasino i Danmark.
2044	Spil på heste og hundevæddeløb blev dog under Danske Spil, men disse skal nu også liberaliseres sammen med brevdueflyvning og online bingo.
2045	Tanken, som jo sådan set er god og rigtig, er, som det er beskrevet, at komme det grå spillemarked til livs og sikre, at udbydere tager hensyn til tvingende almene hensyn, som det hedder.
2046	Og det er jo gode og ædle formål.
2047	Og det kan man jo konstatere ved bare at åbne for sit fjernsyn.
2048	Samlet set synes vi, at forslaget, på trods af nogle af de gode intentioner, der også ligger i det, trækker i den forkerte retning, og derfor kan Enhedslisten ikke støtte det.
2049	Tak til ordføreren.
2050	Der er heller ikke nogen korte bemærkninger her, så vi fortsætter og giver ordet til hr. Leif Mikkelsen, Liberal Alliance.
2051	Værsgo.
2052	Tak for det.
2053	Det her forslag kan vi støtte.
2054	Det må vi så håbe at der er fundet her.
2055	Men det er en aktivitet, der er blevet svækket i de senere år, og derfor kan man spørge sig selv, om den overhovedet kan overleve på sigt.
2056	Det må vi håbe.
2057	Nu giver vi den en håndsrækning, og det er jo så undersøgt, at det også er en lovlig model i forhold til EU-reglerne, der her bliver fremsat.
2058	Så det er blot nævnt her som et fromt ønske om, at vi en dag kommer dertil med en borgerlig skatteminister.
2059	Men vi støtter forslaget.
2060	Tak for ordet.
2061	Tak til ordføreren, og der er fortsat ingen korte bemærkninger.
2062	Så den næste taler er ordføreren for Alternativet, hr. René Gade.
2063	Værsgo.
2064	Det bliver relativt kort, fordi vi har i Alternativets gruppe bestemt, at vi lige vil afvente i debatten her i Folketingssalen i dag, fordi vi synes, at der er nogle modsatrettede interesser her.
2065	Der er også en risiko for, at vi kommer til at forfordele sportsgrene, som måske egentlig ikke har en bæredygtig fremtid uden massiv støtte.
2066	Det må vi se.
2067	Så jeg lytter videre.
2068	Tak til ordføreren.
2069	Den næste taler er hr. Andreas Steenberg, Radikale Venstre.
2070	Er der en anden taler på fra Radikale Venstre? Nej.
2071	Så vi fortsætter, og så må vi, om Radikale Venstre kommer tilbage.
2072	Vi venter lige et halv minut, for jeg kan se, at ordføreren er til stede nu.
2073	Man behøver ikke at løbe.
2074	Det er altid dejligt, når talerne er her, men velkommen til.
2075	Jeg beklager.
2076	Grunden til, at vi går ind for den her såkaldte liberalisering, er jo ikke, fordi vi ønsker, at der skal være mere spil, og at det skal på private hænder.
2077	Derfor støtter vi den her liberalisering, fordi vi sådan set mener, at det stiller danskerne og brugerne af de her spil bedre.
2078	Den anden store klump i lovforslaget er den her diskussion om hestevæddeløb.
2079	Som flere ordførere har været inde på, er det jo noget, der fylder rigtig meget i de byer og de egne, hvor man har hestevæddeløb, og hvor det har været en stor del af historien i det område.
2080	Så det ville man gerne væk fra.
2081	Det kommer man så med det her lovforslag.
2082	Jeg synes, at hr. Leif Mikkelsen fra Liberal Alliance var meget ærlig ved at sige, at det jo ikke er nogen garanti for, at det nu vender for hestevæddeløbssporten med indtægter og tilskuere osv.
2083	Det kommer jo helt an på, om man nu kan finde et produkt, få udviklet sportsgrenen sådan, at flere vil spille og gå til hestevæddeløb.
2084	Det må vi jo så se.
2085	Det håber jeg at de så kan få noget ud af.
2086	Det her er udmøntningen af et forlig, som vi er med i, og derfor støtter vi det selvfølgelig.
2087	Vi er også glade for de to elementer, jeg har nævnt her, og derfor støtter vi lovforslaget.
2088	Tak til ordføreren, og den næste ordfører er fru Lisbeth Bech Poulsen, SF.
2089	Tak.
2090	Som min forgænger lige sagde, er det her jo udmøntningen af en aftale.
2091	Men som hr. Leif Mikkelsen sagde, er det jo nu op til parterne selv at gøre det levedygtigt, for der er også grænser for, hvad vi kan og hvad vi skal gøre herinde.
2092	Men nu har vi i hvert fald fjernet en forhindring og også prøvet at give dem en god start i forhold til den overgangsperiode, der kommer nu.
2093	Jeg havde gerne set, at vi var gået længere i forhold til også at kigge på markedsføring og reklamer.
2094	På den måde har vi altså et problem, og det er mere udpræget ved onlinebingo, end det f.eks. er ved heste- og hundevæddeløb.
2095	Vi ved – det er ret veldokumenteret – hvilke former for spil der er store ludomaniproblemer i.
2096	Så jeg er rigtig glad for, at vi i fællesskab fandt 2 mio. kr. mere til ludomaniindsatsen, og at området bliver fulgt.
2097	Jeg synes også, det var ret klart i aftaleteksten, at det er noget, alle er interesseret i at følge.
2098	Så er der selvfølgelig alle de frivillige organisationer, alle dem, der nyder godt af udlodningsmidlerne.
2099	Men der kan jo godt ske nogle ting, og derfor har vi også udligningsmodellen.
2100	Det er jo svært at spå om fremtiden, men jeg regner med, at når vi skal mødes igen om et par år – det mener jeg vi har aftalt – så ved vi også lidt mere om, hvordan spilmønstrene har udviklet sig.
2101	Vi kan allerede nu se, at der er nogle typer af spil, som er i hastig fremgang, og at der så er andre typer, som forsvinder.
2102	Og det er jo vigtigt, at vi har fokus på det også og indretter vores system og udlodningsmidlerne efter den udvikling, der er.
2103	De fleste kan heldigvis godt håndtere det.
2104	Det er ligesom den aftale, man har lavet med befolkningen, nemlig at der bliver givet og taget lidt i det her arrangement.
2105	Men vi støtter selvfølgelig aftalen.
2106	Vi synes, det er en god aftale, og vil også gerne rose både skatteministeren og de forskellige kulturministre, der har været inde over aftalen løbende.
2107	Det har været en fin proces.
2108	Tak for det.
2109	Der er ikke nogen korte bemærkninger, så vi fortsætter med den sidste ordfører i denne omgang, og det er hr. Anders Johansson, Det Konservative Folkeparti.
2110	Værsgo.
2111	Tak for det.
2112	Derudover indføres der med lovforslaget også et særlig bidrag til hestevæddeløbssporten.
2113	Det Konservative Folkeparti er en del af aftalen og bakker naturligvis op om lovforslaget.
2114	Så i den her sammenhæng giver det jo i den grad mening for os.
2115	Det er en model, som også kendes fra udlandet, hvor man har indført den med succes, og som så indføres her, og den del af lovforslaget kan vi naturligvis også bakke op om.
2116	Så vi kan samlet set støtte lovforslaget.
2117	Tak til ordføreren.
2118	Den næste taler er skatteministeren.
2119	Værsgo.
2120	Tak for ordet, og tak for modtagelsen af lovforslaget.
2121	Der er den model, vi har valgt i Danmark, hvor vi tager en del af overskuddet fra spilmarkedet og giver til det frivillige foreningsliv, helt unik, og en model, som vi bør værne om.
2122	Det ligger mig meget på sinde som skatteminister, men også som Venstremand og som politiker i almindelighed, og der er det altså afgørende, at vi har en model, der sikrer stabile økonomiske rammer.
2123	Den model har vi fået med den nye udlodningsmodel, som et bredt flertal i Folketinget er enige om.
2124	Det kan vi være meget tilfredse med, og det er jeg som skatteminister stolt af at have været med til at gennemføre.
2125	Den nye fordeling af udlodningsmidlerne er ikke en del af det her lovforslag, men det vil blive fremsat af kulturministeren – for det er kulturministerens ressort – i næste samling.
2126	Men vi forhandlede altså de to ting samlet i efteråret og i foråret.
2127	Liberaliseringen betyder så samtidig, at de her spil udbydes på en rimelig ansvarlig og gennemsigtig måde.
2128	Liberaliseringen dengang sikrede, at de spil blev kanaliseret ind i et dansk reguleret marked.
2129	Jeg vil også gerne fremhæve den nye støtteordning til hestevæddeløbssporten.
2130	Det er en ordning, der, hvad må vi sige, har haft en lidt hård fødsel, men jeg synes, det er endt meget godt, og støtteordningen sikres via et særligt bidrag til at understøtte sporten.
2131	Det er jo en model, der er blevet foreslået af hestevæddeløbssporten, og en model, som har været brugt med succes både i Frankrig og i Storbritannien.
2132	Derfor er det efter min opfattelse en ordning, hvor alle vinder, og som er til gavn for alle aktører.
2133	Det skal naturligvis sammenholdes med liberaliseringen af udbuddet af hestevæddeløb, og spiludbyderne vil fremadrettet få vid mulighed for at sammensætte spændende væddemål på danske hestevæddeløb.
2134	Hvis jeg skal give et par kommentarer med til nogle af de ordførertaler, der har været, vil jeg sige til fru Lisbeth Bech Poulsen, som jo nævner det her med ludomani, at det kommer vi tilbage til.
2135	I forbindelse med liberaliseringsaftalen fra 2012 på skatteministerens område skal vi senere på året diskutere ludomani.
2136	Så det er ham, hr. Leif Mikkelsen ville skulle overtale til at komme frem til det rigtige resultat, og det er jeg sikker på at der bliver arbejdet på på de interne linjer.
2137	Men med de ord vil jeg sige tak for taletiden.
2138	Der er en enkelt med en kort bemærkning, og den er fra hr. Orla Havn, Socialdemokraterne.
2139	Værsgo.
2140	Først og fremmest skal der ikke være tvivl om, at jeg godt vil sige pænt tak til ministeren for at have spillet en aktiv rolle for, at vi er nået hertil.
2141	Så det er ikke en lille smule, det er faktisk en stor interesse.
2142	Ministeren.
2143	Det er i høj grad op til sporten selv at være med til at sikre det.
2144	Som jeg har forstået det, bliver de penge, der er, som skulle tilfalde sporten, givet til hestevæddeløbssporten som en god mulighed for at komme i gang med det her liberaliserede marked.
2145	Så rammerne er givet fri, og der er sendt et klart politisk signal, og derfor har jeg også tiltro til, at det må være muligt for sporten at gøre den her liberalisering til en succes.
2146	Spørgeren med den anden korte bemærkning.
2147	Det, jeg gerne vil holde ministeren fast på, er, hvem det er, der sikrer, at sporten stadig væk er dem, der spiller hovedrollen.
2148	Ministeren.
2149	Efter min opfattelse bør det være sporten, og det mener jeg også det er med de lovgivningsmæssige ændringer, vi laver.
2150	Men det bliver så et frit marked, så man kan sige, at hvis ikke man aktivt går ind og agerer på det marked, risikerer man, at nogle andre spillere kommer ind.
2151	Tak til ministeren.
2152	Der er ikke flere spørgsmål.
2153	Da der ikke er flere, der har bedt om ordet, er forhandlingen sluttet.
2154	Jeg foreslår, at lovforslaget henvises til Skatteudvalget.
2155	Hvis ingen gør indsigelse, betragter jeg det som vedtaget.
2156	Det er vedtaget.
2157	Jeg var forberedt på at sige, at den første ordfører sidder fast i trafikken, men nu kan jeg se, at hr. Rasmus Prehn er mødt frem i salen.
2158	Skal vi tage den næste ordfører først, så ordføreren får lov at lande? Eller vil ordføreren op? Tak.
2159	Vi starter i den rigtige rækkefølge, men tak til hr. Kim Christiansen for at være parat.
2160	Den første ordfører er så hr. Rasmus Prehn, Socialdemokratiet.
2161	Værsgo.
2162	Mange tak til formanden for fleksibiliteten.
2163	Det er rigtigt, at jeg lige blev lidt udfordret af, at jeg troede, at den forrige forhandling tog lidt længere tid, end den gjorde.
2164	Derfor var jeg lidt tidspresset.
2165	Forslaget her i dag er noget, vi har set frem til i lang tid.
2166	Det er en unødig udgift.
2167	Der er blevet lavet op til flere undersøgelser på det her område.
2168	Tilbage i 2002, tror jeg det var, lavede DTU en større undersøgelse på det her område.
2169	Det er altså ikke sådan, så man kan se nogen direkte sammenhæng mellem det, at folk bliver ældre, og det, at der er flere uheld i trafikken.
2170	Det har man ikke i Sverige, men de har ikke flere uheld, end vi har i Danmark.
2171	Faktisk er det sådan, at det, vi kan se i Danmark, er, at langt de fleste trafikuheld jo altså er blandt unge bilister.
2172	Så der er altså ikke noget grundlag for at sige, at det er de ældre, der til fare for nogen i trafikken.
2173	Derfor giver det god mening at fortsætte den ændring af det her område, som Socialdemokratiet faktisk var med til at starte tilbage i 2015, hvor vi hævede aldersgrænsen fra 70 til 75 år.
2174	Nu, hvor vi kan se, at det er sket helt uproblematisk, tager vi det fulde skridt og går dertil, at vi ændrer det, så man ikke skal have noget bestemt tjek, fordi man har en bestemt alder.
2175	Derimod er det op til den praktiserende læge altid at holde et vågent øje med patienterne.
2176	Det kan altså være sådan, at man også i en yngre alder kommer derhen, hvor man på grund af sygdom ikke er egnet til at føre bil længere.
2177	Så er det altså lægens opgave at gribe ind på det her område.
2178	Det er en mere hensigtsmæssig, mere rimelig ordning, der ikke gør, at fordi man er fyldt 75 år, skal man diskrimineres af at skulle rende til lægen og betale penge for at få fornyet sit kørekort.
2179	Det har været en lidt urimelig mistænkeliggørelse af friske, raske, rørige, ældre mennesker.
2180	Og det har også været noget, som der ikke været noget forskningsmæssigt belæg for at holde fast i.
2181	Så stor ros til den tidligere transportminister hr. Hans Christian Schmidt for at sætte turbo på det her arbejde og sikre, at det kom med på lovprogrammet.
2182	Også tak til den nye minister for at fortsætte det her arbejde.
2183	Jeg fornemmer, at der er relativt bred opbakning i Folketinget til at flytte det her videre.
2184	Det skal lige understreges, at det her altså er en lovgivning, vi laver for kørekort til almindelig bil.
2185	Når det handler om busser og lastbiler, hvor der er en del mere på spil, har vi ikke åbnet for det her.
2186	Der fastholder man de nugældende regler.
2187	Jeg forstår det sådan, at man lægger op til, at den her nye lov skal træde i kraft pr. 1. juli i år.
2188	Så der sidder altså formentlig nogle hjemme bag fjernsynsskærmen og holder øje med det her og siger: Det ser vi frem til.
2189	Det er altså glædeligt, når så stor og aktiv en indsats fra bl.a. ældre borgere bærer frugt og vi får det ændret og vi kan lytte her på Christiansborg.
2190	Så det er vi glade for fra socialdemokratisk side.
2191	Der er en enkelt, der har en kort bemærkning.
2192	Socialdemokratiet har her været på en rejse, sådan som jeg ser det.
2193	Der er jo pokker til forskel på, om man hæver en aldersgrænse, som vi gjorde for et par år siden, fra 70 år til 75 år, eller om man helt ophæver aldersgrænsen, som man gør nu.
2194	Ordføreren, værsgo.
2195	Vi var med til at støtte den ændring, der skete tilbage i 2015, hvor aldersgrænsen blev hævet.
2196	Der var vi nok lidt tilbageholdende og lidt forsigtige.
2197	Nu har det fungeret i nogle år, og det virker til, at det fungerer, uden at det har haft nogen negativ virkning på trafiksikkerheden.
2198	Det er på den måde, at vi skal have gjort noget ved det.
2199	Jeg gør lige opmærksom på taletidsreglerne.
2200	Så er det spørgeren til den anden korte bemærkning.
2201	Men når ordføreren siger, at det lader til, at det her virker, er det jo faktisk noget af det, som vi ikke helt ved.
2202	Nu tager man så, om jeg så må sige, skridtet fuldt ud og ophæver aldersgrænsen, og det er uden egentlig at vide, hvor vi står i det her spil.
2203	Ordføreren.
2204	Jeg synes, det gør indtryk, at vi kan se, at mange af de lande, som ikke har obligatorisk aldersscreening, sådan set ikke har en højere ulykkesstatistik, end vi har i Danmark.
2205	Det vil jeg gerne være med til at gøre, for ligesom Enhedslistens hr. Henning Hyllested er vi fra socialdemokratisk side meget optaget af sikkerheden.
2206	Det er jo sådan, at rigtig meget erfaring viser, at de mennesker, der f.eks. rammes af demens, selv vælger at lade bilen stå. Det behøver lægen ikke at gribe ind over for.
2207	Men vi skal selvfølgelig være opmærksomme på det.
2208	Vi ser i øvrigt også en meget uhyggelig tendens til, at også yngre mennesker bliver ramt af demens, og der kunne det jo så være, at lægen skal være anderledes oppe på dupperne.
2209	Det er også noget af det, vi kunne formulere i forbindelse med et betænkningsbidrag.
2210	Tak til ordføreren.
2211	Der er ikke flere korte bemærkninger lige nu.
2212	Vi fortsætter i talerrækken, og jeg vil endnu en gang gerne kvittere for hr. Kim Christiansens fleksibilitet, hvis det havde været sådan, at den anden ordfører skulle have været til først.
2213	Så tak for det.
2214	Men nu er hr. Kim Christiansen ordfører for Dansk Folkeparti.
2215	Værsgo.
2216	Tak for det, og det var absolut ikke spild af tid.
2217	Så fik jeg lejlighed til at høre den socialdemokratiske ordfører, og det er jo altid inspirerende.
2218	Vi håber selvfølgelig, at lægerne lever op til det ansvar, men også at de ældre selv påtager sig et ansvar nu.
2219	Det gælder også pårørende, hvis de kan se, at der måske er nogle ændringer i en persons liv, der gør, at det er på tide at stoppe med at køre bil.
2220	Det håber jeg.
2221	Som den tidligere ordfører også var inde på, bliver det her med aldersgrænsen jo ikke fjernet i forhold til kørsel med lastbiler og bus og erhvervskørekort.
2222	Der vil jeg så lige komme med en lille bemærkning, nemlig at der forhåbentlig snart kommer en ny taxalov.
2223	Så kan man med et glimt i øjet sige, at når regeringen gang på gang siger, at vi skal arbejde længere, så er det jo rart, at man måske også har en bil, som man kan fragte sig på arbejde i.
2224	Det er sagt med et smil på læberne, vi synes, at det er et rigtig godt forslag, og vi er sådan set helt trygge ved at gennemføre det.
2225	Der er en enkelt kort bemærkning fra hr. Henning Hyllested.
2226	Værsgo.
2227	Jeg synes bestemt også, det er fornuftigt, at også ældre mennesker kan fragte sig rundt i bil.
2228	Det skal bare foregå sikkert og forsvarligt, og det tror jeg da heller ikke at ordføreren for Dansk Folkeparti og jeg er uenige om.
2229	Ordføreren.
2230	Sådan tror jeg ikke rigtig det kommer til at fungere.
2231	Jeg tror i hvert fald, at der er nogle administrative forhold, som gør, at det ikke kan lade sig gøre.
2232	Som sagt er vi ret trygge ved det her.
2233	Spørgeren til den anden korte bemærkning.
2234	Værsgo. 
2235	Jo, men det er også en kendsgerning, at de ældre optræder hyppigere i ulykkesstatistikken end, hvad skal man sige, mellemgruppen.
2236	Det er rigtigt, at der, hvis vi sammenligner med de helt unge, der kører, så er betydelig forskel.
2237	Der får man jo en frasortering, og dem, der bliver tilbage, er jo så i virkeligheden – om man så må sige – de bedste bilister og de mest friske, altså både åndsfriske, fysisk friske osv. osv.
2238	Det er dem, der er tilbage, samtidig med at de jo altså ikke kører i mørke, ikke kører i glat føre, ikke kører langt og ikke kører, når der er myldretid, hvor trafikken er kompliceret, osv. osv.
2239	Det var jo også noget af det, DTU-undersøgelsen viste i sin tid, og det har måske noget at gøre med, at de ikke optræder så hyppigt i ulykkesstatistikken.
2240	Ordføreren.
2241	Jo, det er rigtigt, men jeg tror, at ældre mennesker tilpasser det.
2242	Så det tror jeg egentlig spænder over et meget vidt spekter sådan rent aldersmæssigt.
2243	Det har jo meget at gøre med, hvor erfaren og tryg man føler sig, og heldigvis kan vi jo være glade for, at der er nogle, der vælger at køre uden for myldretiden.
2244	Tak til ordføreren.
2245	Der er ikke flere korte bemærkninger, så vi fortsætter i talerrækken.
2246	Den næste ordfører er hr. Hans Christian Schmidt, Venstre.
2247	Værsgo.
2248	Tak for det, og indledningsvis vil jeg sige tak for de rosende ord til Socialdemokratiets ordfører, hr. Rasmus Prehn.
2249	Jeg synes faktisk, at vi alle sammen kan glæde os over, at vi står her i dag, og nu skal vi behandle det forslag, som jo har været længe undervejs.
2250	Vi har holdt mange møder, forberedt meget, og jeg kan også huske, dengang vi også skulle have det på lovprogrammet for snart 8, 9, 10 måneder siden.
2251	Man vil med lovforslaget ophæve reglerne om gyldighedstid for kørekort til ældre.
2252	Vi vil gerne gøre det nemmere for de ældre at have kørekort, og det indfrier vi med lovforslaget i dag.
2253	Vi mener godt, at lægerne fremadrettet kan vurdere, om en given ældre person er til fare for trafiksikkerheden.
2254	Der har jeg i hvert fald fuld tiltro til, og så ligger der jo et personligt ansvar, som også gør, at vi stadig væk sikrer trafiksikkerheden uden de obligatoriske lægetjek.
2255	Jeg vil som sagt bare sige, at jeg synes, at vi alle kan glæde os over det, og jeg håber også, at det ender med, at alle bakker op om det.
2256	Med det sagt skal jeg selvfølgelig sige, at helt naturlige støtter Venstre selvfølgelig forslaget.
2257	Jeg skal også hilse fra De Konservative, som desværre ikke kunne være her, og sige, at de også støtter forslaget.
2258	Tak for det.
2259	Der er en enkelt til kort bemærkning. hr. Henning Hyllested, værsgo.
2260	Ordføreren.
2261	Ja, jeg anerkender, at der er en væsentlig forskel, netop den, at vi med den ændring, vi lavede sidst, stadig generede en masse ældre mennesker med noget, som efter min bedste mening er overflødigt.
2262	Så ja, det er en stor forskel, men det er en glædelig forskel.
2263	Spørgeren til anden korte bemærkning.
2264	Ordføreren.
2265	Nej.
2266	Tak til ordføreren.
2267	Der er ikke flere korte bemærkninger lige nu, og vi har noteret, at ordføreren også talte på vegne af Det Konservative Folkeparti.
2268	Den næste ordfører er hr. Henning Hyllested, Enhedslisten.
2269	Værsgo.
2270	Så kom lovforslaget om helt at ophæve aldersgrænsen for en lægelig screening i forbindelse med en kørekortsfornyelse.
2271	Jeg synes egentlig, det er gået stærkt. hr. Hans Christian Schmidt sagde, at det havde trukket længe ud, men jeg synes egentlig, det er gået stærkt.
2272	Det blev vedtaget i februar 2015.
2273	Og nu står vi så i 2017 – det er jo trods alt inden for 3-4 år – med et lovforslag, som helt ophæver aldersgrænsen.
2274	Enhedslisten har, som det er alle bekendt, hele vejen igennem været imod den her udvikling, og det er vi selvfølgelig af færdselssikkerhedsmæssige årsager.
2275	Man kan også, synes jeg, spørge sig selv, hvad nyt der er siden lovforslag nr. L 69 blev fremsat og vedtaget, altså det, at vi på det tidspunkt hævede aldersgrænsen til 75 år.
2276	Jeg synes ikke, der er noget som helst nyt.
2277	Og jeg synes måske navnlig, at den der rapport, der blev fremsat af den arbejdsgruppe, som den tidligere socialdemokratiske regering nedsatte, for så vidt taler for sig selv.
2278	Når man går den igennem, ser man, at den er meget på den ene side og på den anden side, fordi der selvfølgelig er argumenter for det ene og for det andet.
2279	Men den konkluderer altså også, at der fortsat bør være en fast aldersgrænse.
2280	Jeg har egentlig ikke se bestridt nogen som helst steder fra, at det skulle være fornuftigt.
2281	Lovforslaget ser altså helt bort fra den anbefaling, på trods af at den altså kun er et par år gammel.
2282	Og så opfanger selve lægetjekket jo også rent faktisk en del ældre, som ikke opfylder kravene.
2283	Det er i øvrigt de mekanismer – jeg var lidt inde på det i mine spørgsmål – som gør, at det kun er de bedste fysisk set og mest åndsfriske, som bliver tilbage blandt de ældre bilister på vejene.
2284	Det giver selvfølgelig også en bedre ulykkesstatistik.
2285	De er meget forsigtige, de kører ikke i mørke, de kører ikke i glat føre, de kører ikke lange ture, de kører ikke i myldretiden.
2286	Og det kan jo egentlig også tages til indtægt for, at det ikke er fuldstændig sikre bilister, men det betyder selvfølgelig, at de ikke optræder så tit i ulykkesstatistikkerne.
2287	Jeg vil gerne gøre opmærksom på, at lægetjekket ikke er indført for at tage kørekortet fra folk.
